my_id,mutagen,smiles
88329,0,CS(=O)CCC(=O)N1C(CSC1c2ccccc2O)C(=O)O
32021,0,CCCCOC(=O)c1ccc(O)cc1
153571,1,OC1C=Cc2c(ccc3c(c4ccccc4cc23)[N+](=O)[O-])C1O
126197,1,N\C(=N/O)\c1ccccc1
126505,1,Nc1cc(Cl)cc(C(=O)O)c1Cl
47675,1,CCOP(=O)(OCC)O\C(=C/Cl)\c1ccc(Cl)cc1Cl
126864,1,Nc1ccc(cc1)N=Nc2cccc(N)c2N
89683,0,C[C@@H](C[C@H](O)[C@H]1O[C@@H]2CC[C@@]3(CC[C@@H](O3)\C=C\[C@@H](C)[C@@H]4CC(=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)O)CC[C@@H]5O)O4)C)O[C@H]2[C@H](O)C1=C)[C@H]6O[C@@]7(CCCCO7)CC[C@H]6C
13861,0,CC(C)(Oc1ccc(cc1)[C@@H]2CC2(Cl)Cl)C(=O)O
126860,0,Nc1ccc(cc1)C(=O)OCCCOC(=O)c2ccc(N)cc2
15820,1,CC(C)COC(=O)\C=C\c1oc(cc1)[N+](=O)[O-]
155489,1,Oc1cnnc(O)n1
6268,0,C=Cc1ccccc1C=C
155287,0,Oc1ccc2c(Oc3cc(O)ccc3C24OC(=O)c5ccccc45)c1
6409,0,CC(=C)C(=O)OCCOC(=O)C(=C)C
29726,0,CCCCCCCCCCCC(=O)O
107921,1,Cc1ccccc1c2ccc(N)cc2
152463,1,OC(=O)C(Br)(Br)Br
57571,1,CN(CS(=O)(=O)O)C1=C(C)N(C)N(C1=O)c2ccccc2
152940,0,OC(=O)c1cc(I)cc2cccnc12
116141,1,ClC(Cl)(Cl)[C@@H]1CO1
148531,1,O=S(=O)(Cc1ccccc1)N2C3C2c4ccccc4c5ccccc35
153629,0,OC1CCCc2c1c(c3ccc4cccc5ccc2c3c45)[N+](=O)[O-]
110560,0,Cc1ncc(CO)c(CO)c1O
15512,1,CC(C)CCOS(=O)(=O)C
435,0,BrC(C(=O)NCc1ccccc1)c2ccccc2
116103,1,ClC(=O)c1c(Cl)cccc1Cl
125220,1,NC1=CC(=O)C(=O)c2ccccc12
96766,1,Cc1cc(c2ccccc2c1)[N+](=O)[O-]
68713,1,COS(=O)(=O)F
12008,0,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2ccnc2
127798,0,Nc1ncnc2c1ncn2C3OC(CO)C(O)C3O
116395,0,ClCC(Cl)(Cl)Cl
158185,1,[O-][N+](=O)c1cc(cs1)C(=O)Nc2ccccc2[N+](=O)[O-]
6437,1,CC(=C)C=O
128419,1,O1c2c1c3cc4ccccc4cc3c5ccccc25
158237,1,[O-][N+](=O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1
51494,0,CC[C@@H](C)c1ccccc1O
1558,1,C(Oc1ccccc1Cc2ccccc2)C3CO3
51854,1,CC[n+]1c2ccccc2nc3ccccc13
22650,1,CC1=CC2=C(C=O)C(=O)[C@](C)(O)[C@H](O)C2=CO1
90734,1,C[n+]1c2ccccc2cc3ccc(N)cc13
158451,1,[O-][N+](=O)c1cccc2c(cccc12)[N+](=O)[O-]
7217,1,CC(=O)C1c2cccc(O)c2C(=O)c3c(O)cccc13
116675,0,Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl
153834,0,OCC(O)C(O)C(O)C(O)C1SCC(N1N=O)C(=O)O
33509,0,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O
152963,1,OC(=O)c1ccc(Cl)c(c1)[N+](=O)[O-]
117278,0,Clc1cccc(Cl)c1NC2=NCCN2
121966,0,N#CCCC#N
152776,0,OC(=O)CN=N#N
120230,1,FC(F)(F)COC=C
158229,0,[O-][N+](=O)c1ccc(Nc2[nH]cnc3ncnc23)cc1
152812,0,OC(=O)C[C@H](Cl)C(=O)O
155240,0,Oc1ccc(cc1)C(=O)\C=C\c2ccccc2
117455,1,Clc1ccccn1
22175,0,CC1=C(O)C(=C(C(=O)C1=O)C2=C(O)C(=C(C)C(=O)C2=O)O)O
70589,1,COc1cc(N)c2C(=O)c3ccccc3C(=O)c2c1N
89672,1,C[C@@H](CN(C[C@H](C)OC(=O)C)N=O)OC(=O)C
155071,1,Oc1cc2ccc3cccc4ccc(n1)c2c34
158394,1,[O-][N+](=O)c1ccc2ccc3ccc(c4c5CCCCc5c1c2c34)[N+](=O)[O-]
90640,0,C[Si](C)(C)N[Si](C)(C)C
105001,1,Cc1ccc2nc3c(ccc4ccccc34)c(C)c2c1
116516,1,ClCc1cnc(Cl)nc1Cl
84820,1,COc1cccc(NC(=O)c2csc(c2)[N+](=O)[O-])c1
126769,1,Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12
160269,0,c1ccc(cc1)c2ccccc2
158317,1,[O-][N+](=O)c1ccc2Oc3cc(ccc3Oc2c1)[N+](=O)[O-]
153512,1,OC1C(O)c2cc3c(ccc4ccccc34)cc2c5ccccc15
27651,1,CCC1=C(O)C(=O)c2c(O)c(O)c(O)c(O)c2C1=O
3221,0,C1CNCCN1
109711,1,Cc1nc2C(=O)C=CC(=O)c2c3[nH]c4ccccc4c13
104573,1,Cc1ccc2c(cccc2c1)[N+](=O)[O-]
3255,0,C1COCCOCCOCCOCCO1
16714,0,CC(C)NCC(O)COc1ccccc1CC=C
158403,1,[O-][N+](=O)c1ccc2ccc3cccc4c5ccccc5c1c2c34
47764,1,CCOP(=S)(OCC)S[C@@H]1OCCO[C@H]1SP(=S)(OCC)OCC
6518,0,CC(=CCC\C(=C\CO)\C)C
158157,1,[O-][N+](=O)c1cc(Cl)ccc1Cl
127076,1,Nc1cccc2Cc3ccccc3c12
21558,0,CC12CCC3C(CCC4CC(O)CCC34C)C1CCC(=O)N2
154086,1,OCCCNP(=O)(O)N(CCCl)CCCl
153821,1,OCC(Cl)(Cl)Cl
31828,0,CCCCNc1snc2ccccc12
148086,0,O=CNc1ccccc1
32271,1,CCCCOc1ccc(\C=N\c2ccc(CC)cc2)cc1
14715,0,CC(C)C1=CC(=O)C(=CC1=O)C
153689,1,OC1OC(=O)C(=C1Cl)Cl
120868,1,Fc1ccc2ncccc2c1
158210,1,[O-][N+](=O)c1ccc(C=C)cc1
65605,0,COC(=O)c1occ(c2ccccc2)c1c3ccccc3
59627,1,CN=[N+](C)[O-]
25954,1,CCC(=O)OCc1ccc(cc1)[N+](=O)[O-]
26801,0,CCC(C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]
44018,1,CCOC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1cccc(c1)N(CCCl)CCCl)NC(=O)[C@@H](N)Cc2ccc(F)cc2
128395,1,O1C2C1c3cscc3c4cscc24
16976,0,CC(C)OC(=O)c1cc(Cc2ccc(N)c(c2)C(=O)OC(C)C)ccc1N
153579,1,OC1C=Cc2c(ccc3cccnc23)C1O
160754,1,c1ccc2cc3c(ccc4ccncc34)cc2c1
155389,0,Oc1cccc2Cc3cccc(O)c3C(=O)c12
127094,1,Nc1cccc2cccc(N)c12
11549,1,CC(=O)c1cccn1[N+](=O)[O-]
156055,0,SCc1ccccc1
126856,1,Nc1ccc(c2ccc(cc2N)[N+](=O)[O-])c(c1)[N+](=O)[O-]
154891,1,Oc1c(Br)cc2c(Oc3c(Br)c(O)c(Br)cc3C24OS(=O)(=O)c5ccccc45)c1Br
8822,1,CC(=O)Nc1ccc(C)cc1
127759,1,Nc1ncnc2c1ncn2C(c3ccccc3)c4ccccc4
153980,0,OCC1OC(CC1O)N2C=C(\C=C\Br)C(=O)NC2=O
142564,1,O=C(ON(OCc1ccccc1)C(=O)c2ccccc2)c3ccc(cc3)C#N
127535,0,Nc1nc(O)c2ncn(C3CC(CO)C=C3)c2n1
63792,1,COC(=O)c1c(O)c2ccccc2c3OC(C)(C)C=Cc13
12764,0,CC(C)(C)OC(=O)C=C
126399,0,Nc1c2C(=O)c3ccccc3C(=O)c2c(NC4CCCCC4)cc1S(=O)(=O)O
32482,1,CCCC[C@@H]1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3
154808,1,O[C@H](CBr)[C@H](O)[C@H](O)[C@@H](O)CBr
53302,1,CCc1nc2ccc(NC)c(C)c2nc1CC
11930,0,CC(C)(Br)C(=O)NCc1ccccc1
68650,1,COP(=O)OC
124373,1,NC(=O)NO
15329,0,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C
119726,1,Cn1cnc(c2ccccc2)c1[N+](=O)[O-]
60447,1,CNc1ccc2ccc3ccc(O)cc3c2c1
158513,1,[O-][N+](=O)c1oc(C(=O)CBr)c(c2ccccc2)c1c3ccccc3
37483,0,CCN(CC)c1ccc2C(=CC(=O)Oc2c1)C
158179,1,[O-][N+](=O)c1cc(cs1)C(=O)Nc2cccc(Cl)c2
155051,1,Oc1cc2C(=O)c3ccccc3C(=O)c2c(O)c1O
155006,0,Oc1cc(Cl)cc(Cl)c1
116491,1,ClCc1c2ccccc2cc3ccccc13
6430,0,CC(=C)C1CCC(=C)C2C1C=C(C)C(=O)C3=C2C(=O)C(C)(O)C3
28780,1,CCCCBr
93686,0,Cc1cc(C)c(C)cc1C
126523,1,Nc1cc(N)c(c2ccccc2)c(c1)[N+](=O)[O-]
52956,1,CCc1cccc(NC(=O)c2csc(c2)[N+](=O)[O-])c1
81998,1,COc1ccc([Se]c2ccc(OC)cc2)cc1
123463,1,N1[C@@H]2[C@H]1c3cccc4cccc2c34
158338,1,[O-][N+](=O)c1ccc2c(c1)C(=O)c3cc(cc(c23)[N+](=O)[O-])[N+](=O)[O-]
42142,0,CCOC(=O)COc1ccc2C(=O)C=C(Oc2c1)c3ccccc3
116894,0,Clc1ccc(CO[C@H](Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1
160860,0,c1ccsc1
31831,0,CCCCOB(OCCCC)OCCCC
145578,0,O=C1CCCCCCCCCCCC(=O)OCCO1
33567,1,CCCN(N=O)C(=N)N[N+](=O)[O-]
153780,0,OC=O
13884,1,CC(C)(c1ccc(OCC(O)CO)cc1)c2ccc(OCC3CO3)cc2
155169,1,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O
6287,1,CBr
57028,0,CN(C)c1ccc(cc1)C2CC3(C)C(CCC3(O)CCCO)C4CCC5=CC(=O)CCC5=C24
153977,0,OCC1OC(CC1O)N2C=C(CCCCl)C(=O)NC2=O
28778,0,CCCC=O
29283,1,CCCCCC(=O)\N=C\1/SN(C(=O)CCCCC)c2ccc(cc12)[N+](=O)[O-]
104694,1,Cc1ccc2cc(ccc2c1)[N+](=O)[O-]
158207,1,[O-][N+](=O)c1cc[n+]([O-])cc1
116070,0,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl
160605,1,c1ccc2c(c1)ccc3cc4cnccc4cc23
116524,1,ClNc1ccc2c(Cc3ccccc23)c1
158508,1,[O-][N+](=O)c1cnc2c(c1)nc3ccccn23
99706,1,Cc1ccc(C)c2c3ccccc3[nH]c12
97344,0,Cc1cc2ncccc2c3ncn(C)c13
90812,1,C\C=C/1\C[C@H](C)[C@@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@H]23
15771,0,CC(C)CNc1snc2ccccc12
158293,1,[O-][N+](=O)c1ccc2C(=O)c3ccccc3c2c1
126914,1,Nc1ccc2c(Cc3ccccc23)c1
57039,1,CN(C)c1ccc(cc1)N=Nc2ccc3[nH]ncc3c2
533,1,BrCc1c2ccccc2c3ccc4cccc5ccc1c3c45
63486,1,COC(=O)\C(=C\c1oc(cc1)[N+](=O)[O-])\C#N
93954,1,Cc1cc(C)c2c(ccc3ccccc23)c1
126571,1,Nc1cc(ccc1C(=O)O)[N+](=O)[O-]
19050,0,CC(O)C(C)O
27454,0,CCC1(CC(=O)O)OCCc2c1[nH]c3c(C)cccc23
126525,1,Nc1cc(N)c(cc1N=Nc2ccc(cc2)c3ccc(cc3)N=Nc4ccc(O)c(c4)C(=O)O)N=Nc5ccc(cc5)S(=O)(=O)O
90544,0,C[N+]1([O-])CCC(=CC1)c2ccccc2
8881,1,CC(=O)Nc1ccc(NC(=O)C)c2C(=O)c3ccccc3C(=O)c12
60380,0,CNc1c(C)cc2ncccc2c1N
87521,0,COc1nncc2ccccc12
27938,0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC3OC(C)CC(C3O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O
152936,0,OC(=O)c1cc(Cl)ccc1O
90133,1,C[C@H]1CN(N=O)C(=O)NC1=O
116493,1,ClCc1cc2c3ccccc3cc4ccc5cccc1c5c24
17635,0,CC(C)c1ccc(C)c2c(cc(C)c2c1)S(=O)(=O)O
82076,1,COc1ccc(cc1)[N+](=O)[O-]
128410,1,O1[C@@H]2C=Cc3c(ccc4c5C=Cc6cccc(cc34)c56)[C@H]12
145654,1,O=C1CCCc2c1ccc3c2ccc4ccccc34
127053,1,Nc1cccc(N)c1
148287,1,O=NN1CCN(CC1)N=O
90470,0,C[N+](C)(C)Cc1ccccc1
147983,0,O=C=Nc1cccc2c(cccc12)N=C=O
30237,0,CCCCCCCCCCCCS
85196,1,COc1cccc2c1cc3NC(=O)c4cc5OCOc5c2c34
3278,1,C1CSCCS1
123924,1,NC(=O)C1(O[C@H]1C(=O)c2ccccc2)C(=O)N
31090,1,CCCCCn1cc2C[C@@H]3[C@H](C=C(C)CN3C)c4cccc1c24
95208,1,Cc1cc(Cc2ccc(N)c(C)c2)ccc1N
116131,1,ClC(Cl)(Cl)C=O
30702,0,CCCCCC\C=C/CCCCCCOC(=O)C
155307,0,Oc1ccc2c(cccc2c1)S(=O)(=O)O
23879,0,CC1CCCC(=O)CCCCCc2cc(O)cc(O)c2C(=O)O1
51859,0,CC\C(=C(\CC)/c1ccc(O)cc1)\c2ccc(O)cc2
37471,1,CCN(CC)c1ccc(cc1)N=Nc2ccc(cc2)[N+](=O)[O-]
127015,0,Nc1ccc2ncccc2c1
153008,0,OC(=S)c1ccccc1
47677,1,CCOP(=O)(OCC)Oc1cc(C)nc(n1)C(C)C
65811,0,COC(C)CCOC(=O)C
153833,0,OCC(O)C(O)C(O)C(O)C(=O)O
44228,1,CCOC(=O)c1[nH]c2ccccc2c1\N=C\c3ccc(O)cc3
152781,1,OC(=O)CNC(=O)c1ccc(cc1)[N+](=O)[O-]
146380,0,O=C1NC(=O)NC(=O)N1
155318,0,Oc1ccc2cc(cc(c2c1N=Nc3ccc(cc3)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O
29274,0,CCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C(=O)C
154835,1,O[C@H]1CCCN(C1)N=O
116388,1,ClCC(=O)c1ccc(Cl)cc1Cl
158217,1,[O-][N+](=O)c1ccc(CNc2[nH]cnc3ncnc23)cc1
126981,1,Nc1ccc2cccc3c4ccccc4c1c23
10260,1,CC(=O)OCc1ccc(cc1)N=Nc2ccc(COC(=O)C)cc2
19249,1,CC(OP(=O)(OC(C)C(Br)CBr)OC(C)C(Br)CBr)C(Br)CBr
154772,1,O[C@@H]1C=Cc2ccc3c(ccc4ccccc34)c2[C@H]1O
1546,1,C(OCC1CCC2OC2C1)C3CCC4OC4C3
21231,0,CC1(N(O)c2ccccc2C1=O)c3ccccc3
160602,1,c1ccc2c(c1)ccc3cc4ccc5ccccc5c4cc23
71116,1,COc1cc(OC)c2C3C=COC3Oc2c1
490,1,BrCC(Br)(Br)Br
90749,1,C[n+]1cccc2[C@@H]3O[C@@H]3C=Cc12
60278,1,CNN=NC
97343,1,Cc1cc2ncccc2c3nc(N=N#N)n(C)c13
61622,0,COC(=O)C1=C(C)N=C(C)C(=C(O)OCCc2ccc(cc2)N3CCN(CC3)C(c4ccccc4)c5ccccc5)C1c6cccc(c6)[N+](=O)[O-]
153570,1,OC1C=Cc2c(ccc3c(Cl)c4ccccc4cc23)C1O
144385,1,O=C1C(=O)c2cc3ccccc3c4ccc5cccc1c5c24
104567,1,Cc1ccc2c(ccc3[nH]c4ccc5ccccc5c4c23)c1
55537,0,CN(C)C(=S)N(C)C
30162,1,CCCCCCCCCCCCCCN(OC(=O)C)c1ccc2c(Cc3ccccc23)c1
4264,1,C=C=O
153520,0,OC1C(O)c2ccc3c(ccc[n+]3[O-])c2C4OC14
117376,0,Clc1ccccc1C=C
537,1,BrCc1cc2c3ccccc3c4cccc(c1)c24
125341,0,NC1=NC(=O)N(C=C1CCCl)C2CC(O)C(CO)O2
124694,1,NC(=S(=O)=O)N
121019,0,Fc1cnc2c(ccc3ncc(F)cc23)c1
90763,0,C\C(=C(/CCOC(=O)c1ccccc1)\SC(=O)c2ccccc2)\N(Cc3cnc(C)nc3N)C=O
89734,0,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(=O)N)NC[C@H](N)C(=O)N)[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O[C@H]3O[C@H](CO)[C@@H](O)[C@H](OC(=O)N)[C@@H]3O)c4c[nH]cn4)C(=O)NCCc5nc(cs5)c6nc(cs6)C(=O)O
126567,1,Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
154930,1,Oc1c(Cl)c(Cl)c(O)c2C(=O)C=CC(=O)c12
15244,0,CC(C)CCCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OCCOCCO
9012,1,CC(=O)Nc1ccc(Oc2ccc(cc2)N(O)C=O)cc1
158178,1,[O-][N+](=O)c1cc(cs1)C(=O)Nc2cccc(Br)c2
121023,0,Fc1cnc2ccccc2c1
105418,1,Cc1cccc(C(=O)O)c1[N+](=O)[O-]
142430,1,O=C(OC\C=C\c1ccccc1)\C=C\c2ccccc2
47728,1,CCOP(=S)(OCC)OP(=S)(OCC)OCC
124498,0,NC(=O)c1cc[n+](COC[n+]2ccccc2\C=N\O)cc1
154854,0,O[C@H]1[C@H](O)c2nc3ccc4ccccc4c3cc2c5ccccc15
15610,0,CC(C)CN(CC(C)C)CC(C)C
154969,1,Oc1c(cc2c3ccccc3[nH]c2c1[N+](=O)[O-])[N+](=O)[O-]
538,0,BrCc1ccc(Br)cc1
117272,0,Clc1cccc(Cl)c1C=O
60521,1,CNc1nc2c3cccnc3ccc2n1C
116404,0,ClCC1(C(Cl)Cl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl
125653,1,NCCN
127595,0,Nc1nc2C3CCCNC3CCc2s1
154762,0,O[C@@H]([C@H](O)C(=O)O)C(=O)O
154413,1,OC[C@H]1O[C@@H](Oc2cc(O)cc3Oc4c(O)ccc(O)c4C(=O)c23)[C@H](O)[C@@H](O)[C@@H]1O
160336,1,c1ccc2[nH]c(nc2c1)c3cscn3
32223,1,CCCCOc1ccc(CC(=O)NO)cc1
158510,1,[O-][N+](=O)c1nc2ccccc2[nH]1
107989,1,Cc1cccn2c1nc3ccc(N)nc23
126855,1,Nc1ccc(c2ccc(N)cc2[N+](=O)[O-])c(c1)[N+](=O)[O-]
158345,1,[O-][N+](=O)c1ccc2c(c1)cc(c3ccc(cc23)[N+](=O)[O-])[N+](=O)[O-]
124549,1,NC(=O)c1cccc(c1)[N+](=O)[O-]
104047,0,Cc1ccc2OC(=O)C=Cc2c1
21549,0,CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2=O
154632,1,ONc1ccccc1
154968,1,Oc1c(cc2c3cc(ccc3[nH]c2c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
101960,1,Cc1ccc(NO)cc1
87254,1,COc1ccccc1[N+](=O)[O-]
155530,0,Oc1nncc2ccccc12
93703,1,Cc1cc(C)c(N)c(C)c1
12184,0,CC(C)(C)C1=CC(=CC=C2C=C(C(=O)C(=C2)C(C)(C)C)C(C)(C)C)C=C(C1=O)C(C)(C)C
158520,1,[O-][N+](=O)c1oc(\C=N\N2C(=O)C=C(C=C2c3ccccc3)c4ccccc4)cc1
22189,1,CC1=C(O)C(=O)CO1
51506,1,CC[C@@H](Cl)[N+](=O)[O-]
64090,1,COC(=O)c1cc(Cc2ccc(N)c(c2)C(=O)OC)ccc1N
154239,1,OCCNCc1oc(cc1)[N+](=O)[O-]
69811,1,COc1cc(C(O)c2ncc([N+](=O)[O-])n2C)c(O)c(c1)C(C)(C)C
154966,1,Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
155250,0,Oc1ccc(cc1)C2CC(=O)c3c(O)cc(O)cc3O2
70384,0,COc1cc(CCC(=O)C)ccc1O
60355,0,CN[C@H](C)[C@@H](O)c1ccccc1
125698,1,NCCc1ccc(O)c(O)c1
32887,1,CCCC\C=C\C=O
65103,1,COC(=O)c1cccc2Oc3c4[C@@H]5C=CO[C@H]5Oc4cc(OC)c3C(=O)c12
22617,0,CC1=CC(O)C2CC1C2(C)C
121079,1,ICCc1ccc(OCc2ccccc2)cc1
44225,1,CCOC(=O)c1[nH]c2ccccc2c1\N=C\c3cc(OC)c(OC)c(OC)c3
158284,1,[O-][N+](=O)c1ccc(s1)[C@@H]2NC(=O)c3ccccc3N2
4278,0,C=CC(=O)N1CCN(CC1)c2ccccc2
11305,1,CC(=O)c1ccc(s1)[N+](=O)[O-]
160973,0,c1cnccn1
25213,1,CC1c2ccccc2c3ccccc13
13876,0,CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2
66752,0,COC=C
153660,0,OC1COC(OCC2OC(Oc3ccc4C(=O)c5ccccc5C(=O)c4c3O)C(O)C(O)C2O)C(O)C1O
152477,1,OC(=O)C(Cl)Cl
147872,1,O=C1c2ccccc2c3cccc4cccc1c34
11721,1,CC(Br)C(Br)COP(=O)(OCC(Br)C(C)Br)OCC(Br)C(C)Br
47428,0,CCOCN(C(=O)CCl)c1c(C)cccc1CC
154695,0,OS(=O)(=O)c1ccccc1[N+](=O)[O-]
29444,0,CCCCCCC(=O)OCC
13696,1,CC(C)(Cl)OC(C)(C)Cl
49847,0,CCOc1ccc(cc1)N=[N+]([O-])c2ccc(OCC)cc2
155304,1,Oc1ccc2c(ccc3[nH]c4ccc5ccccc5c4c23)c1
154692,1,OS(=O)(=O)c1cccc2C(=O)c3c(cccc3[N+](=O)[O-])C(=O)c12
6421,1,CC(=C)C(=O)OC[C@H]1CO1
23478,1,CC1C2C(=Nc3ccc(C)cc23)N(C)c4ccccc14
24732,1,CC1CN(\N=C\c2oc(cc2)[N+](=O)[O-])C(=O)N1
61161,0,COC(=O)C(CSCC(Br)c1ccccc1)NC(=O)C
96801,1,Cc1cc(ccc1N=Nc2c(O)c3c(N)cc(cc3cc2S(=O)(=O)O)S(=O)(=O)O)c4ccc(N=Nc5c(O)c6c(N)cc(cc6cc5S(=O)(=O)O)S(=O)(=O)O)c(C)c4
9218,1,CC(=O)Nc1ccc(cc1)C(=O)CCl
154345,0,OCNC(=O)CCl
89707,1,C[C@@H](Nc1[nH]cnc2nc(cc12)c3ccc(CCl)cc3)c4ccccc4
23516,1,CC1C=C(C=O)C(=CC2(O)CC(C)(C)CC12)C=O
71488,0,COc1cc(c(C)cc1N=Nc2c(O)ccc3cc(ccc23)S(=O)(=O)O)S(=O)(=O)O
3384,1,C1c2ccc3ccccc3c2Cc4ccc5ccccc5c14
22299,1,CC1=C2C(O)C(C)(CO)C=C2C(=O)C(C)(O)C13CC3
154125,1,OCCI
9705,0,CC(=O)OC(C)(C)C1Cc2cc3C=C(C(=O)Oc3cc2O1)C(C)(C)C=C
154696,0,OS(=O)c1ccc(Cl)cc1
146267,0,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3
155474,0,Oc1ccccc1c2oc3ccccc3n2
15585,0,CC(C)CN(C(=O)CCCl)c1snc2ccccc12
71528,1,COc1cc(ccc1N=C=O)c2ccc(N=C=O)c(OC)c2
68622,0,COP(=O)(OC)C(OC(=O)CCl)C(Cl)(Cl)Cl
154965,0,Oc1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
31240,1,CCCCN(CCC(=O)O)N=O
117174,1,Clc1ccc2c(oc3ccccc23)c1
71113,1,COc1cc(OC)c(cc1OC)C2OC2C
125873,1,NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
69113,1,COc1c2ccoc2nc3c(OC)c4OCOc4cc13
155188,1,Oc1ccc(Nc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cc1
25393,1,CCC(=O)C1c2cccc(O)c2C(=O)c3c(O)cccc13
152955,1,OC(=O)c1cc(ccc1O)N=Nc2ccc(cc2)c3ccc(cc3)N=Nc4ccc(N=Nc5ccc(O)c(c5)C(=O)O)c6cc(ccc46)S(=O)(=O)O
158159,0,[O-][N+](=O)c1cc(NS(=O)(=O)c2cccc3cccnc23)ccc1Cl
7560,1,CC(=O)N(O)c1ccc(cc1)[N+](=O)[O-]
29647,0,CCCCCCCCCC(=O)O
125018,0,NC(CSC(F)(F)C(F)Cl)C(=O)O
69064,0,COc1c2OC(=O)C=Cc2c(OC)c3ccoc13
59931,0,CNC(=O)Oc1cccc2CC(C)(C)Oc12
12751,1,CC(C)(C)OC(=O)C(N)CN=N#N
31923,0,CCCCOC(=O)COc1ccc(Cl)cc1Cl
126718,0,Nc1ccc(Cl)c(Cl)c1Cl
97211,1,Cc1cc2cccc3ccc4c5ccccc5cc1c4c23
90814,0,C\C=C/C=C
117325,1,Clc1cccc2cccnc12
154233,1,OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12
56231,0,CN(C)CCO[C@H](c1ccccc1)c2ccccc2C
52087,1,CCc1c(O)ccc2c3CCO[C@@](CC)(CC(=O)O)c3[nH]c12
10724,0,CC(=O)[C@H]1CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
103873,1,Cc1ccc(c(C)c1[N+](=O)[O-])[N+](=O)[O-]
95591,1,Cc1cc(N=Nc2ccc(cc2)S(=O)(=O)O)c(N)cc1N
37749,1,CCN(Cc1cccc(c1)S(=O)(=O)O)c2ccc(cc2)C(=C3C=CC(=[N+](CC)Cc4cccc(c4)S(=O)(=O)O)C=C3)c5ccc(cc5)S(=O)(=O)O
126588,1,Nc1cc2c3ccccc3c4cccc(c1)c24
96895,1,Cc1cc2c(C)c3ccccc3nc2c4ccccc14
152861,1,OC(=O)\C(=C(/Br)\C=O)\Br
145883,0,O=C1CSC(=S)N1
12990,0,CC(C)(C)OC(=O)O\N=C(/C#N)\c1ccccc1
504,1,BrCC=C
26559,0,CCC(C)N1C(=O)NC(=C(Br)C1=O)C
158530,1,[O-][N+](=O)c1oc(cc1)c2cscn2
123745,1,NC(=N)NN=C(\C=C/c1oc(cc1)[N+](=O)[O-])\C=C/c2oc(cc2)[N+](=O)[O-]
116232,0,ClC1=C(Cl)[C@@]2(Cl)[C@H]3COS(=O)OC[C@@H]3[C@]1(Cl)C2(Cl)Cl
116949,0,Clc1ccc(Cl)c(Cl)c1
85093,0,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@@H]([C@H](O)[C@H](C)O5)N6CCOC[C@H]6C#N)c4c(O)c3C(=O)c12)C(=O)CO
84316,1,COc1cccc(CN(C)N=O)c1
32277,1,CCCCOc1ccc2nc3cc(Cl)ccc3c(NCCCNCCCl)c2n1
94127,1,Cc1cc(C)cc(N)c1
154933,0,Oc1c(Cl)cc(Cl)c(Cl)c1Cl
10668,0,CC(=O)Oc1cccc2cccnc12
120622,1,Fc1cc(F)c2cccnc2c1
